State Code (FIPS)	County Code (FIPS)	Area Name (including legal/statistical area description)
42	027	Huston township
42	027	Liberty township
42	027	Marion township
42	027	Miles township
42	027	Milesburg borough
42	027	Millheim borough
42	027	Patton township
42	027	Penn township
42	027	Philipsburg borough
42	027	Port Matilda borough
42	027	Potter township
42	027	Rush township
42	027	Snow Shoe borough
42	027	Snow Shoe township
42	027	Spring township
42	027	State College borough
42	027	Taylor township
42	027	Union township
42	027	Unionville borough
42	027	Walker township
42	027	Worth township
42	029	Chester County
42	029	Atglen borough
42	029	Avondale borough
42	029	Birmingham township
42	029	Caln township
42	029	Charlestown township
42	029	Coatesville city
42	029	Downingtown borough
42	029	East Bradford township
42	029	East Brandywine township
42	029	East Caln township
42	029	East Coventry township
42	029	East Fallowfield township
42	029	East Goshen township
42	029	East Marlborough township
42	029	East Nantmeal township
42	029	East Nottingham township
42	029	East Pikeland township
42	029	Easttown township
42	029	East Vincent township
42	029	East Whiteland township
42	029	Elk township
42	029	Elverson borough
42	029	Franklin township
42	029	Highland township
42	029	Honey Brook borough
42	029	Honey Brook township
42	029	Kennett township
42	029	Kennett Square borough
42	029	London Britain township
42	029	Londonderry township
42	029	London Grove township
42	029	Lower Oxford township
42	029	Malvern borough
42	029	Modena borough
42	029	New Garden township
42	029	Newlin township
42	029	New London township
42	029	North Coventry township
42	029	Oxford borough
42	029	Parkesburg borough
42	029	Penn township
42	029	Pennsbury township
42	029	Phoenixville borough
42	029	Pocopson township
42	029	Sadsbury township
42	029	Schuylkill township
42	029	South Coatesville borough
42	029	South Coventry township
42	029	Spring City borough
42	029	Thornbury township
42	029	Tredyffrin township
42	029	Upper Oxford township
42	029	Upper Uwchlan township
42	029	Uwchlan township
42	029	Valley township
42	029	Wallace township
42	029	Warwick township
42	029	West Bradford township
42	029	West Brandywine township
42	029	West Caln township
42	029	West Chester borough
42	029	West Fallowfield township
42	029	West Goshen township
42	029	West Grove borough
42	029	West Marlborough township
42	029	West Nantmeal township
42	029	West Nottingham township
42	029	West Pikeland township
42	029	West Sadsbury township
42	029	Westtown township
42	029	West Vincent township
42	029	West Whiteland township
42	029	Willistown township
42	031	Clarion County
42	031	Ashland township
42	031	Beaver township
42	031	Brady township
42	031	Callensburg borough
42	031	Clarion borough
42	031	Clarion township
42	031	East Brady borough
42	031	Elk township
42	031	Emlenton borough
42	031	Farmington township
42	031	Foxburg borough
42	031	Hawthorn borough
42	031	Highland township
42	031	Knox borough
42	031	Knox township
42	031	Licking township
42	031	Limestone township
42	031	Madison township
42	031	Millcreek township
42	031	Monroe township
42	031	New Bethlehem borough
42	031	Paint township
42	031	Perry township
42	031	Piney township
42	031	Porter township
42	031	Redbank township
42	031	Richland township
42	031	Rimersburg borough
42	031	St. Petersburg borough
42	031	Salem township
42	031	Shippenville borough
42	031	Sligo borough
42	031	Strattanville borough
42	031	Toby township
42	031	Washington township
42	033	Clearfield County
42	033	Beccaria township
42	033	Bell township
42	033	Bigler township
42	033	Bloom township
42	033	Boggs township
42	033	Bradford township
42	033	Brady township
42	033	Brisbin borough
42	033	Burnside borough
42	033	Burnside township
42	033	Chest township
42	033	Chester Hill borough
42	033	Clearfield borough
42	033	Coalport borough
42	033	Cooper township
42	033	Covington township
42	033	Curwensville borough
42	033	Decatur township
42	033	DuBois city
42	033	Falls Creek borough
42	033	Ferguson township
42	033	Girard township
42	033	Glen Hope borough
42	033	Goshen township
42	033	Graham township
42	033	Grampian borough
42	033	Greenwood township
42	033	Gulich township
42	033	Houtzdale borough
42	033	Huston township
42	033	Irvona borough
42	033	Jordan township
42	033	Karthaus township
42	033	Knox township
42	033	Lawrence township
42	033	Mahaffey borough
42	033	Morris township
42	033	Newburg borough
42	033	New Washington borough
42	033	Osceola Mills borough
42	033	Penn township
42	033	Pike township
42	033	Pine township
42	033	Ramey borough
42	033	Sandy township
42	033	Troutville borough
42	033	Union township
42	033	Wallaceton borough
42	033	Westover borough
42	033	Woodward township
42	035	Clinton County
42	035	Allison township
42	035	Avis borough
42	035	Bald Eagle township
42	035	Beech Creek borough
42	035	Beech Creek township
42	035	Castanea township
42	035	Chapman township
42	035	Colebrook township
42	035	Crawford township
42	035	Dunnstable township
42	035	East Keating township
42	035	Flemington borough
42	035	Gallagher township
42	035	Greene township
42	035	Grugan township
42	035	Lamar township
42	035	Leidy township
42	035	Lock Haven city
42	035	Logan township
42	035	Loganton borough
42	035	Mill Hall borough
42	035	Noyes township
42	035	Pine Creek township
42	035	Porter township
42	035	Renovo borough
42	035	South Renovo borough
42	035	Wayne township
42	035	West Keating township
42	035	Woodward township
42	037	Columbia County
42	037	Ashland borough
42	037	Beaver township
42	037	Benton borough
42	037	Benton township
42	037	Berwick borough
42	037	Bloomsburg town
42	037	Briar Creek borough
42	037	Briar Creek township
42	037	Catawissa borough
42	037	Catawissa township
42	037	Centralia borough
42	037	Cleveland township
42	037	Conyngham township
42	037	Fishing Creek township
42	037	Franklin township
42	037	Greenwood township
42	037	Hemlock township
42	037	Jackson township
42	037	Locust township
42	037	Madison township
42	037	Main township
42	037	Mifflin township
42	037	Millville borough
42	037	Montour township
42	037	Mount Pleasant township
42	037	North Centre township
42	037	Orange township
42	037	Orangeville borough
42	037	Pine township
42	037	Roaring Creek township
42	037	Scott township
42	037	South Centre township
42	037	Stillwater borough
42	037	Sugarloaf township
42	039	Crawford County
42	039	Athens township
42	039	Beaver township
42	039	Bloomfield township
42	039	Blooming Valley borough
42	039	Cambridge township
42	039	Cambridge Springs borough
42	039	Centerville borough
42	039	Cochranton borough
42	039	Conneaut township
42	039	Conneaut Lake borough
42	039	Conneautville borough
42	039	Cussewago township
42	039	East Fairfield township
42	039	East Fallowfield township
42	039	East Mead township
42	039	Fairfield township
42	039	Greenwood township
42	039	Hayfield township
42	039	Hydetown borough
42	039	Linesville borough
42	039	Meadville city
42	039	North Shenango township
42	039	Oil Creek township
42	039	Pine township
42	039	Randolph township
42	039	Richmond township
42	039	Rockdale township
42	039	Rome township
42	039	Sadsbury township
42	039	Saegertown borough
42	039	South Shenango township
42	039	Sparta township
42	039	Spartansburg borough
42	039	Spring township
42	039	Springboro borough
42	039	Steuben township
42	039	Summerhill township
42	039	Summit township
42	039	Titusville city
42	039	Townville borough
42	039	Troy township
42	039	Union township
42	039	Venango borough
42	039	Venango township
42	039	Vernon township
42	039	Wayne township
42	039	West Fallowfield township
42	039	West Mead township
42	039	West Shenango township
42	039	Woodcock borough
42	039	Woodcock township
42	041	Cumberland County
42	041	Camp Hill borough
42	041	Carlisle borough
42	041	Cooke township
42	041	Dickinson township
42	041	East Pennsboro township
42	041	Hampden township
42	041	Hopewell township
42	041	Lemoyne borough
42	041	Lower Allen township
42	041	Lower Frankford township
42	041	Lower Mifflin township
42	041	Mechanicsburg borough
42	041	Middlesex township
42	041	Monroe township
42	041	Mount Holly Springs borough
42	041	Newburg borough
42	041	New Cumberland borough
42	041	Newville borough
42	041	North Middleton township
42	041	North Newton township
42	041	Penn township
42	041	Shippensburg borough
42	041	Shippensburg township
42	041	Shiremanstown borough
42	041	Silver Spring township
42	041	Southampton township
42	041	South Middleton township
42	041	South Newton township
42	041	Upper Allen township
42	041	Upper Frankford township
42	041	Upper Mifflin township
42	041	West Pennsboro township
42	041	Wormleysburg borough
42	043	Dauphin County
42	043	Berrysburg borough
42	043	Conewago township
42	043	Dauphin borough
42	043	Derry township
42	043	East Hanover township
42	043	Elizabethville borough
42	043	Gratz borough
42	043	Halifax borough
42	043	Halifax township
42	043	Harrisburg city
42	043	Highspire borough
42	043	Hummelstown borough
42	043	Jackson township
42	043	Jefferson township
42	043	Londonderry township
42	043	Lower Paxton township
42	043	Lower Swatara township
42	043	Lykens borough
42	043	Lykens township
42	043	Middle Paxton township
42	043	Middletown borough
42	043	Mifflin township
42	043	Millersburg borough
42	043	Paxtang borough
42	043	Penbrook borough
42	043	Pillow borough
42	043	Reed township
42	043	Royalton borough
42	043	Rush township
42	043	South Hanover township
42	043	Steelton borough
42	043	Susquehanna township
42	043	Swatara township
42	043	Upper Paxton township
42	043	Washington township
42	043	Wayne township
42	043	West Hanover township
42	043	Wiconisco township
42	043	Williams township
42	043	Williamstown borough
42	045	Delaware County
42	045	Aldan borough
42	045	Aston township
42	045	Bethel township
42	045	Brookhaven borough
42	045	Chadds Ford township
42	045	Chester city
42	045	Chester township
42	045	Chester Heights borough
42	045	Clifton Heights borough
42	045	Collingdale borough
42	045	Colwyn borough
42	045	Concord township
42	045	Darby borough
42	045	Darby township
42	045	East Lansdowne borough
42	045	Eddystone borough
42	045	Edgmont township
42	045	Folcroft borough
42	045	Glenolden borough
42	045	Haverford township
42	045	Lansdowne borough
42	045	Lower Chichester township
42	045	Marcus Hook borough
42	045	Marple township
42	045	Media borough
42	045	Middletown township
42	045	Millbourne borough
42	045	Morton borough
42	045	Nether Providence township
42	045	Newtown township
42	045	Norwood borough
42	045	Parkside borough
42	045	Prospect Park borough
42	045	Radnor township
42	045	Ridley township
42	045	Ridley Park borough
42	045	Rose Valley borough
42	045	Rutledge borough
42	045	Sharon Hill borough
42	045	Springfield township
42	045	Swarthmore borough
42	045	Thornbury township
42	045	Tinicum township
42	045	Trainer borough
42	045	Upland borough
42	045	Upper Chichester township
42	045	Upper Darby township
42	045	Upper Providence township
42	045	Yeadon borough
42	047	Elk County
42	047	Benezette township
42	047	Fox township
42	047	Highland township
42	047	Horton township
42	047	Jay township
42	047	Johnsonburg borough
42	047	Jones township
42	047	Millstone township
42	047	Ridgway borough
42	047	Ridgway township
42	047	St. Marys city
42	047	Spring Creek township
42	049	Erie County
42	049	Albion borough
42	049	Amity township
42	049	Concord township
42	049	Conneaut township
42	049	Corry city
42	049	Cranesville borough
42	049	Edinboro borough
42	049	Elgin borough
42	049	Elk Creek township
42	049	Erie city
42	049	Fairview township
42	049	Franklin township
42	049	Girard borough
42	049	Girard township
42	049	Greene township
42	049	Greenfield township
42	049	Harborcreek township
42	049	Lake City borough
42	049	Lawrence Park township
42	049	LeBoeuf township
42	049	McKean borough
42	049	McKean township
42	049	Millcreek township
42	049	Mill Village borough
42	049	North East borough
42	049	North East township
42	049	Platea borough
42	049	Springfield township
42	049	Summit township
42	049	Union township
42	049	Union City borough
42	049	Venango township
42	049	Washington township
42	049	Waterford borough
42	049	Waterford township
42	049	Wattsburg borough
42	049	Wayne township
42	049	Wesleyville borough
42	051	Fayette County
42	051	Belle Vernon borough
42	051	Brownsville borough
42	051	Brownsville township
42	051	Bullskin township
42	051	Connellsville city
42	051	Connellsville township
42	051	Dawson borough
42	051	Dunbar borough
42	051	Dunbar township
42	051	Everson borough
42	051	Fairchance borough
42	051	Fayette City borough
42	051	Franklin township
42	051	Georges township
42	051	German township
42	051	Henry Clay township
42	051	Jefferson township
42	051	Lower Tyrone township
42	051	Luzerne township
42	051	Markleysburg borough
42	051	Masontown borough
42	051	Menallen township
42	051	Newell borough
42	051	Nicholson township
42	051	North Union township
42	051	Ohiopyle borough
42	051	Perry township
42	051	Perryopolis borough
42	051	Point Marion borough
42	051	Redstone township
42	051	Saltlick township
42	051	Seven Springs borough
42	051	Smithfield borough
42	051	South Connellsville borough
42	051	South Union township
42	051	Springfield township
42	051	Springhill township
42	051	Stewart township
42	051	Uniontown city
42	051	Upper Tyrone township
42	051	Vanderbilt borough
42	051	Washington township
42	051	Wharton township
42	053	Forest County
42	053	Barnett township
42	053	Green township
42	053	Harmony township
42	053	Hickory township
42	053	Howe township
42	053	Jenks township
42	053	Kingsley township
42	053	Tionesta borough
42	053	Tionesta township
42	055	Franklin County
42	055	Antrim township
42	055	Chambersburg borough
42	055	Fannett township
42	055	Greencastle borough
42	055	Greene township
42	055	Guilford township
42	055	Hamilton township
42	055	Letterkenny township
42	055	Lurgan township
42	055	Mercersburg borough
42	055	Metal township
42	055	Mont Alto borough
42	055	Montgomery township
42	055	Orrstown borough
42	055	Peters township
42	055	Quincy township
42	055	St. Thomas township
42	055	Shippensburg borough
42	055	Southampton township
42	055	Warren township
42	055	Washington township
42	055	Waynesboro borough
42	057	Fulton County
42	057	Ayr township
42	057	Belfast township
42	057	Bethel township
42	057	Brush Creek township
42	057	Dublin township
42	057	Licking Creek township
42	057	McConnellsburg borough
42	057	Taylor township
42	057	Thompson township
42	057	Todd township
42	057	Union township
42	057	Valley-Hi borough
42	057	Wells township
42	059	Greene County
42	059	Aleppo township
42	059	Carmichaels borough
42	059	Center township
42	059	Clarksville borough
42	059	Cumberland township
42	059	Dunkard township
42	059	Franklin township
42	059	Freeport township
42	059	Gilmore township
42	059	Gray township
42	059	Greene township
42	059	Greensboro borough
42	059	Jackson township
42	059	Jefferson borough
42	059	Jefferson township
42	059	Monongahela township
42	059	Morgan township
42	059	Morris township
42	059	Perry township
42	059	Rices Landing borough
42	059	Richhill township
42	059	Springhill township
42	059	Washington township
42	059	Wayne township
42	059	Waynesburg borough
42	059	Whiteley township
42	061	Huntingdon County
42	061	Alexandria borough
42	061	Barree township
42	061	Birmingham borough
42	061	Brady township
42	061	Broad Top City borough
42	061	Carbon township
42	061	Cass township
42	061	Cassville borough
42	061	Clay township
42	061	Coalmont borough
42	061	Cromwell township
42	061	Dublin township
42	061	Dudley borough
42	061	Franklin township
42	061	Henderson township
42	061	Hopewell township
42	061	Huntingdon borough
42	061	Jackson township
42	061	Juniata township
42	061	Lincoln township
42	061	Logan township
42	061	Mapleton borough
42	061	Marklesburg borough
42	061	Mill Creek borough
42	061	Miller township
42	061	Morris township
42	061	Mount Union borough
42	061	Oneida township
42	061	Orbisonia borough
42	061	Penn township
42	061	Petersburg borough
42	061	Porter township
42	061	Rockhill borough
42	061	Saltillo borough
42	061	Shade Gap borough
42	061	Shirley township
42	061	Shirleysburg borough
42	061	Smithfield township
42	061	Springfield township
42	061	Spruce Creek township
42	061	Tell township
42	061	Three Springs borough
42	061	Todd township
42	061	Union township
42	061	Walker township
42	061	Warriors Mark township
42	061	West township
42	061	Wood township
42	063	Indiana County
42	063	Armagh borough
42	063	Armstrong township
42	063	Banks township
42	063	Black Lick township
42	063	Blairsville borough
42	063	Brush Valley township
42	063	Buffington township
42	063	Burrell township
42	063	Canoe township
42	063	Center township
42	063	Cherryhill township
42	063	Cherry Tree borough
42	063	Clymer borough
42	063	Conemaugh township
42	063	Creekside borough
42	063	East Mahoning township
42	063	East Wheatfield township
42	063	Ernest borough
42	063	Glen Campbell borough
42	063	Grant township
42	063	Green township
42	063	Homer City borough
42	063	Indiana borough
42	063	Marion Center borough
42	063	Montgomery township
42	063	North Mahoning township
42	063	Pine township
42	063	Plumville borough
42	063	Rayne township
42	063	Saltsburg borough
42	063	Shelocta borough
42	063	Smicksburg borough
42	063	South Mahoning township
42	063	Washington township
42	063	West Mahoning township
42	063	West Wheatfield township
42	063	White township
42	063	Young township
42	065	Jefferson County
42	065	Barnett township
42	065	Beaver township
42	065	Bell township
42	065	Big Run borough
42	065	Brockway borough
42	065	Brookville borough
42	065	Clover township
42	065	Corsica borough
42	065	Eldred township
42	065	Falls Creek borough
42	065	Gaskill township
42	065	Heath township
42	065	Henderson township
42	065	Knox township
42	065	McCalmont township
42	065	Oliver township
42	065	Perry township
42	065	Pine Creek township
42	065	Polk township
42	065	Porter township
42	065	Punxsutawney borough
42	065	Reynoldsville borough
42	065	Ringgold township
42	065	Rose township
42	065	Snyder township
42	065	Summerville borough
42	065	Sykesville borough
42	065	Timblin borough
42	065	Union township
42	065	Warsaw township
42	065	Washington township
42	065	Winslow township
42	065	Worthville borough
42	065	Young township
42	067	Juniata County
42	067	Beale township
42	067	Delaware township
42	067	Fayette township
42	067	Fermanagh township
42	067	Greenwood township
42	067	Lack township
42	067	Mifflin borough
42	067	Mifflintown borough
42	067	Milford township
42	067	Monroe township
42	067	Port Royal borough
42	067	Spruce Hill township
42	067	Susquehanna township
42	067	Thompsontown borough
42	067	Turbett township
42	067	Tuscarora township
42	067	Walker township
42	069	Lackawanna County
42	069	Archbald borough
42	069	Benton township
42	069	Blakely borough
42	069	Carbondale city
42	069	Carbondale township
42	069	Clarks Green borough
42	069	Clarks Summit borough
42	069	Clifton township
42	069	Covington township
42	069	Dalton borough
42	069	Dickson City borough
42	069	Dunmore borough
42	069	Elmhurst township
42	069	Fell township
42	069	Glenburn township
42	069	Greenfield township
42	069	Jefferson township
42	069	Jermyn borough
42	069	Jessup borough
42	069	La Plume township
42	069	Madison township
42	069	Mayfield borough
42	069	Moosic borough
42	069	Moscow borough
42	069	Newton township
42	069	North Abington township
42	069	Old Forge borough
42	069	Olyphant borough
42	069	Ransom township
42	069	Roaring Brook township
42	069	Scott township
42	069	Scranton city
42	069	South Abington township
42	069	Spring Brook township
42	069	Taylor borough
42	069	Thornhurst township
42	069	Throop borough
42	069	Vandling borough
42	069	Waverly township
42	069	West Abington township
42	071	Lancaster County
42	071	Adamstown borough
42	071	Akron borough
42	071	Bart township
42	071	Brecknock township
42	071	Caernarvon township
42	071	Christiana borough
42	071	Clay township
42	071	Colerain township
42	071	Columbia borough
42	071	Conestoga township
42	071	Conoy township
42	071	Denver borough
42	071	Drumore township
42	071	Earl township
42	071	East Cocalico township
42	071	East Donegal township
42	071	East Drumore township
42	071	East Earl township
42	071	East Hempfield township
42	071	East Lampeter township
42	071	East Petersburg borough
42	071	Eden township
42	071	Elizabeth township
42	071	Elizabethtown borough
42	071	Ephrata borough
42	071	Ephrata township
42	071	Fulton township
42	071	Lancaster city
42	071	Lancaster township
42	071	Leacock township
42	071	Lititz borough
42	071	Little Britain township
42	071	Manheim borough
42	071	Manheim township
42	071	Manor township
42	071	Marietta borough
42	071	Martic township
42	071	Millersville borough
42	071	Mount Joy borough
42	071	Mount Joy township
42	071	Mountville borough
42	071	New Holland borough
42	071	Paradise township
42	071	Penn township
42	071	Pequea township
42	071	Providence township
42	071	Quarryville borough
42	071	Rapho township
42	071	Sadsbury township
42	071	Salisbury township
42	071	Strasburg borough
42	071	Strasburg township
42	071	Terre Hill borough
42	071	Upper Leacock township
42	071	Warwick township
42	071	West Cocalico township
42	071	West Donegal township
42	071	West Earl township
42	071	West Hempfield township
42	071	West Lampeter township
42	073	Lawrence County
42	073	Bessemer borough
42	073	Ellport borough
42	073	Ellwood City borough
42	073	Enon Valley borough
42	073	Hickory township
42	073	Little Beaver township
42	073	Mahoning township
42	073	Neshannock township
42	073	New Beaver borough
42	073	New Castle city
42	073	New Wilmington borough
42	073	North Beaver township
42	073	Perry township
42	073	Plain Grove township
42	073	Pulaski township
42	073	Scott township
42	073	Shenango township
42	073	Slippery Rock township
42	073	S.N.P.J. borough
42	073	South New Castle borough
42	073	Taylor township
42	073	Union township
42	073	Volant borough
42	073	Wampum borough
42	073	Washington township
42	073	Wayne township
42	073	Wilmington township
42	075	Lebanon County
42	075	Annville township
42	075	Bethel township
42	075	Cleona borough
42	075	Cold Spring township
42	075	Cornwall borough
42	075	East Hanover township
42	075	Heidelberg township
42	075	Jackson township
42	075	Jonestown borough
42	075	Lebanon city
42	075	Millcreek township
42	075	Mount Gretna borough
42	075	Myerstown borough
42	075	North Annville township
42	075	North Cornwall township
42	075	North Lebanon township
42	075	North Londonderry township
42	075	Palmyra borough
42	075	Richland borough
42	075	South Annville township
42	075	South Lebanon township
42	075	South Londonderry township
42	075	Swatara township
42	075	Union township
42	075	West Cornwall township
42	075	West Lebanon township
42	077	Lehigh County
42	077	Alburtis borough
42	077	Allentown city
42	077	Bethlehem city
42	077	Catasauqua borough
42	077	Coopersburg borough
42	077	Coplay borough
42	077	Emmaus borough
42	077	Fountain Hill borough
42	077	Hanover township
42	077	Heidelberg township
42	077	Lower Macungie township
42	077	Lower Milford township
42	077	Lowhill township
42	077	Lynn township
42	077	Macungie borough
42	077	North Whitehall township
42	077	Salisbury township
42	077	Slatington borough
42	077	South Whitehall township
42	077	Upper Macungie township
42	077	Upper Milford township
42	077	Upper Saucon township
42	077	Washington township
42	077	Weisenberg township
42	077	Whitehall township
42	079	Luzerne County
42	079	Ashley borough
42	079	Avoca borough
42	079	Bear Creek township
42	079	Bear Creek Village borough
42	079	Black Creek township
42	079	Buck township
42	079	Butler township
42	079	Conyngham borough
42	079	Conyngham township
42	079	Courtdale borough
42	079	Dallas borough
42	079	Dallas township
42	079	Dennison township
42	079	Dorrance township
42	079	Dupont borough
42	079	Duryea borough
42	079	Edwardsville borough
42	079	Exeter borough
42	079	Exeter township
42	079	Fairmount township
42	079	Fairview township
42	079	Forty Fort borough
42	079	Foster township
42	079	Franklin township
42	079	Freeland borough
42	079	Hanover township
42	079	Harveys Lake borough
42	079	Hazle township
42	079	Hazleton city
42	079	Hollenback township
42	079	Hughestown borough
42	079	Hunlock township
42	079	Huntington township
42	079	Jackson township
42	079	Jeddo borough
42	079	Jenkins township
42	079	Kingston borough
42	079	Kingston township
42	079	Laflin borough
42	079	Lake township
42	079	Larksville borough
42	079	Laurel Run borough
42	079	Lehman township
42	079	Luzerne borough
42	079	Nanticoke city
42	079	Nescopeck borough
42	079	Nescopeck township
42	079	New Columbus borough
42	079	Newport township
42	079	Nuangola borough
42	079	Penn Lake Park borough
42	079	Pittston city
42	079	Pittston township
42	079	Plains township
42	079	Plymouth borough
42	079	Plymouth township
42	079	Pringle borough
42	079	Rice township
42	079	Ross township
42	079	Salem township
42	079	Shickshinny borough
42	079	Slocum township
42	079	Sugarloaf township
42	079	Sugar Notch borough
42	079	Swoyersville borough
42	079	Union township
42	079	Warrior Run borough
42	079	West Hazleton borough
42	079	West Pittston borough
42	079	West Wyoming borough
42	079	White Haven borough
42	079	Wilkes-Barre city
42	079	Wilkes-Barre township
42	079	Wright township
42	079	Wyoming borough
42	079	Yatesville borough
42	081	Lycoming County
42	081	Anthony township
42	081	Armstrong township
42	081	Bastress township
42	081	Brady township
42	081	Brown township
42	081	Cascade township
42	081	Clinton township
42	081	Cogan House township
42	081	Cummings township
42	081	Duboistown borough
42	081	Eldred township
42	081	Fairfield township
42	081	Franklin township
42	081	Gamble township
42	081	Hepburn township
42	081	Hughesville borough
42	081	Jackson township
42	081	Jersey Shore borough
42	081	Jordan township
42	081	Lewis township
42	081	Limestone township
42	081	Loyalsock township
42	081	Lycoming township
42	081	McHenry township
42	081	McIntyre township
42	081	McNett township
42	081	Mifflin township
42	081	Mill Creek township
42	081	Montgomery borough
42	081	Montoursville borough
42	081	Moreland township
42	081	Muncy borough
42	081	Muncy township
42	081	Muncy Creek township
42	081	Nippenose township
42	081	Old Lycoming township
42	081	Penn township
42	081	Piatt township
42	081	Picture Rocks borough
42	081	Pine township
42	081	Plunketts Creek township
42	081	Porter township
42	081	Salladasburg borough
42	081	Shrewsbury township
42	081	South Williamsport borough
42	081	Susquehanna township
42	081	Upper Fairfield township
42	081	Washington township
42	081	Watson township
42	081	Williamsport city
42	081	Wolf township
42	081	Woodward township
42	083	McKean County
42	083	Annin township
42	083	Bradford city
42	083	Bradford township
42	083	Ceres township
42	083	Corydon township
42	083	Eldred borough
42	083	Eldred township
42	083	Foster township
42	083	Hamilton township
42	083	Hamlin township
42	083	Kane borough
42	083	Keating township
42	083	Lafayette township
42	083	Lewis Run borough
42	083	Liberty township
42	083	Mount Jewett borough
42	083	Norwich township
42	083	Otto township
42	083	Port Allegany borough
42	083	Sergeant township
42	083	Smethport borough
42	083	Wetmore township
42	085	Mercer County
42	085	Clark borough
42	085	Coolspring township
42	085	Deer Creek township
42	085	Delaware township
42	085	East Lackawannock township
42	085	Fairview township
42	085	Farrell city
42	085	Findley township
42	085	Fredonia borough
42	085	French Creek township
42	085	Greene township
42	085	Greenville borough
42	085	Grove City borough
42	085	Hempfield township
42	085	Hermitage city
42	085	Jackson township
42	085	Jackson Center borough
42	085	Jamestown borough
42	085	Jefferson township
42	085	Lackawannock township
42	085	Lake township
42	085	Liberty township
42	085	Mercer borough
42	085	Mill Creek township
42	085	New Lebanon borough
42	085	New Vernon township
42	085	Otter Creek township
42	085	Perry township
42	085	Pine township
42	085	Pymatuning township
42	085	Salem township
42	085	Sandy Creek township
42	085	Sandy Lake borough
42	085	Sandy Lake township
42	085	Sharon city
42	085	Sharpsville borough
42	085	Sheakleyville borough
42	085	Shenango township
42	085	South Pymatuning township
42	085	Springfield township
42	085	Stoneboro borough
42	085	Sugar Grove township
42	085	West Middlesex borough
42	085	West Salem township
42	085	Wheatland borough
42	085	Wilmington township
42	085	Wolf Creek township
42	085	Worth township
42	087	Mifflin County
42	087	Armagh township
42	087	Bratton township
42	087	Brown township
42	087	Burnham borough
42	087	Decatur township
42	087	Derry township
42	087	Granville township
42	087	Juniata Terrace borough
42	087	Kistler borough
42	087	Lewistown borough
42	087	McVeytown borough
42	087	Menno township
42	087	Newton Hamilton borough
42	087	Oliver township
42	087	Union township
42	087	Wayne township
42	089	Monroe County
42	089	Barrett township
42	089	Chestnuthill township
42	089	Coolbaugh township
42	089	Delaware Water Gap borough
42	089	East Stroudsburg borough
42	089	Eldred township
42	089	Hamilton township
42	089	Jackson township
42	089	Middle Smithfield township
42	089	Mount Pocono borough
42	089	Paradise township
42	089	Pocono township
42	089	Polk township
42	089	Price township
42	089	Ross township
42	089	Smithfield township
42	089	Stroud township
42	089	Stroudsburg borough
42	089	Tobyhanna township
42	089	Tunkhannock township
42	091	Montgomery County
42	091	Abington township
42	091	Ambler borough
42	091	Bridgeport borough
42	091	Bryn Athyn borough
42	091	Cheltenham township
42	091	Collegeville borough
42	091	Conshohocken borough
42	091	Douglass township
42	091	East Greenville borough
42	091	East Norriton township
42	091	Franconia township
42	091	Green Lane borough
42	091	Hatboro borough
42	091	Hatfield borough
42	091	Hatfield township
42	091	Horsham township
42	091	Jenkintown borough
42	091	Lansdale borough
42	091	Limerick township
42	091	Lower Frederick township
42	091	Lower Gwynedd township
42	091	Lower Merion township
42	091	Lower Moreland township
42	091	Lower Pottsgrove township
42	091	Lower Providence township
42	091	Lower Salford township
42	091	Marlborough township
42	091	Montgomery township
42	091	Narberth borough
42	091	New Hanover township
42	091	Norristown borough
42	091	North Wales borough
42	091	Pennsburg borough
42	091	Perkiomen township
42	091	Plymouth township
42	091	Pottstown borough
42	091	Red Hill borough
42	091	Rockledge borough
42	091	Royersford borough
42	091	Salford township
42	091	Schwenksville borough
42	091	Skippack township
42	091	Souderton borough
42	091	Springfield township
42	091	Telford borough
42	091	Towamencin township
42	091	Trappe borough
42	091	Upper Dublin township
42	091	Upper Frederick township
42	091	Upper Gwynedd township
42	091	Upper Hanover township
42	091	Upper Merion township
42	091	Upper Moreland township
42	091	Upper Pottsgrove township
42	091	Upper Providence township
42	091	Upper Salford township
42	091	West Conshohocken borough
42	091	West Norriton township
42	091	West Pottsgrove township
42	091	Whitemarsh township
42	091	Whitpain township
42	091	Worcester township
42	093	Montour County
42	093	Anthony township
42	093	Cooper township
42	093	Danville borough
42	093	Derry township
42	093	Liberty township
42	093	Limestone township
42	093	Mahoning township
42	093	Mayberry township
42	093	Valley township
42	093	Washingtonville borough
42	093	West Hemlock township
42	095	Northampton County
42	095	Allen township
42	095	Bangor borough
42	095	Bath borough
42	095	Bethlehem city
42	095	Bethlehem township
42	095	Bushkill township
42	095	Chapman borough
42	095	East Allen township
42	095	East Bangor borough
42	095	Easton city
42	095	Forks township
42	095	Freemansburg borough
42	095	Glendon borough
42	095	Hanover township
42	095	Hellertown borough
42	095	Lehigh township
42	095	Lower Mount Bethel township
42	095	Lower Nazareth township
42	095	Lower Saucon township
42	095	Moore township
42	095	Nazareth borough
42	095	Northampton borough
42	095	North Catasauqua borough
42	095	Palmer township
42	095	Pen Argyl borough
42	095	Plainfield township
42	095	Portland borough
42	095	Roseto borough
42	095	Stockertown borough
42	095	Tatamy borough
42	095	Upper Mount Bethel township
42	095	Upper Nazareth township
42	095	Walnutport borough
42	095	Washington township
42	095	West Easton borough
42	095	Williams township
