State Code (FIPS)	County Code (FIPS)	Area Name (including legal/statistical area description)
01	001	Autauga County
01	003	Baldwin County
01	005	Barbour County
01	007	Bibb County
01	009	Blount County
01	011	Bullock County
01	013	Butler County
01	015	Calhoun County
01	017	Chambers County
01	019	Cherokee County
01	021	Chilton County
01	023	Choctaw County
01	025	Clarke County
01	027	Clay County
01	029	Cleburne County
01	031	Coffee County
01	033	Colbert County
01	035	Conecuh County
01	037	Coosa County
01	039	Covington County
01	041	Crenshaw County
01	043	Cullman County
01	045	Dale County
01	047	Dallas County
01	049	DeKalb County
01	051	Elmore County
01	053	Escambia County
01	055	Etowah County
01	057	Fayette County
01	059	Franklin County
01	061	Geneva County
01	063	Greene County
01	065	Hale County
01	067	Henry County
01	069	Houston County
01	071	Jackson County
01	073	Jefferson County
01	075	Lamar County
01	077	Lauderdale County
01	079	Lawrence County
01	081	Lee County
01	083	Limestone County
01	085	Lowndes County
01	087	Macon County
01	089	Madison County
01	091	Marengo County
01	093	Marion County
01	095	Marshall County
01	097	Mobile County
01	099	Monroe County
01	101	Montgomery County
01	103	Morgan County
01	105	Perry County
01	107	Pickens County
01	109	Pike County
01	111	Randolph County
01	113	Russell County
01	115	St. Clair County
01	117	Shelby County
01	119	Sumter County
01	121	Talladega County
01	123	Tallapoosa County
01	125	Tuscaloosa County
01	127	Walker County
01	129	Washington County
01	131	Wilcox County
01	133	Winston County
02	013	Aleutians East Borough
02	016	Aleutians West Census Area
02	020	Anchorage Municipality
02	050	Bethel Census Area
02	060	Bristol Bay Borough
02	068	Denali Borough
02	070	Dillingham Census Area
02	090	Fairbanks North Star Borough
02	100	Haines Borough
02	105	Hoonah-Angoon Census Area
02	110	Juneau City and Borough
02	122	Kenai Peninsula Borough
02	130	Ketchikan Gateway Borough
02	150	Kodiak Island Borough
02	158	Kusilvak Census Area
02	164	Lake and Peninsula Borough
02	170	Matanuska-Susitna Borough
02	180	Nome Census Area
02	185	North Slope Borough
02	188	Northwest Arctic Borough
02	195	Petersburg Borough
02	198	Prince of Wales-Hyder Census Area
02	220	Sitka City and Borough
02	230	Skagway Municipality
02	240	Southeast Fairbanks Census Area
02	261	Valdez-Cordova Census Area
02	275	Wrangell City and Borough
02	282	Yakutat City and Borough
02	290	Yukon-Koyukuk Census Area
04	001	Apache County
04	003	Cochise County
04	005	Coconino County
04	007	Gila County
04	009	Graham County
04	011	Greenlee County
04	012	La Paz County
04	013	Maricopa County
04	015	Mohave County
04	017	Navajo County
04	019	Pima County
04	021	Pinal County
04	023	Santa Cruz County
04	025	Yavapai County
04	027	Yuma County
05	001	Arkansas County
05	003	Ashley County
05	005	Baxter County
05	007	Benton County
05	009	Boone County
05	011	Bradley County
05	013	Calhoun County
05	015	Carroll County
05	017	Chicot County
05	019	Clark County
05	021	Clay County
05	023	Cleburne County
05	025	Cleveland County
05	027	Columbia County
05	029	Conway County
05	031	Craighead County
05	033	Crawford County
05	035	Crittenden County
05	037	Cross County
05	039	Dallas County
05	041	Desha County
05	043	Drew County
05	045	Faulkner County
05	047	Franklin County
05	049	Fulton County
05	051	Garland County
05	053	Grant County
05	055	Greene County
05	057	Hempstead County
05	059	Hot Spring County
05	061	Howard County
05	063	Independence County
05	065	Izard County
05	067	Jackson County
05	069	Jefferson County
05	071	Johnson County
05	073	Lafayette County
05	075	Lawrence County
05	077	Lee County
05	079	Lincoln County
05	081	Little River County
05	083	Logan County
05	085	Lonoke County
05	087	Madison County
05	089	Marion County
05	091	Miller County
05	093	Mississippi County
05	095	Monroe County
05	097	Montgomery County
05	099	Nevada County
05	101	Newton County
05	103	Ouachita County
05	105	Perry County
05	107	Phillips County
05	109	Pike County
05	111	Poinsett County
05	113	Polk County
05	115	Pope County
05	117	Prairie County
05	119	Pulaski County
05	121	Randolph County
05	123	St. Francis County
05	125	Saline County
05	127	Scott County
05	129	Searcy County
05	131	Sebastian County
05	133	Sevier County
05	135	Sharp County
05	137	Stone County
05	139	Union County
05	141	Van Buren County
05	143	Washington County
05	145	White County
05	147	Woodruff County
05	149	Yell County
06	001	Alameda County
06	003	Alpine County
06	005	Amador County
06	007	Butte County
06	009	Calaveras County
06	011	Colusa County
06	013	Contra Costa County
06	015	Del Norte County
06	017	El Dorado County
06	019	Fresno County
06	021	Glenn County
06	023	Humboldt County
06	025	Imperial County
06	027	Inyo County
06	029	Kern County
06	031	Kings County
06	033	Lake County
06	035	Lassen County
06	037	Los Angeles County
06	039	Madera County
06	041	Marin County
06	043	Mariposa County
06	045	Mendocino County
06	047	Merced County
06	049	Modoc County
06	051	Mono County
06	053	Monterey County
06	055	Napa County
06	057	Nevada County
06	059	Orange County
06	061	Placer County
06	063	Plumas County
06	065	Riverside County
06	067	Sacramento County
06	069	San Benito County
06	071	San Bernardino County
06	073	San Diego County
06	075	San Francisco County
06	077	San Joaquin County
06	079	San Luis Obispo County
06	081	San Mateo County
06	083	Santa Barbara County
06	085	Santa Clara County
06	087	Santa Cruz County
06	089	Shasta County
06	091	Sierra County
06	093	Siskiyou County
06	095	Solano County
06	097	Sonoma County
06	099	Stanislaus County
06	101	Sutter County
06	103	Tehama County
06	105	Trinity County
06	107	Tulare County
06	109	Tuolumne County
06	111	Ventura County
06	113	Yolo County
06	115	Yuba County
08	001	Adams County
08	003	Alamosa County
08	005	Arapahoe County
08	007	Archuleta County
08	009	Baca County
08	011	Bent County
08	013	Boulder County
08	014	Broomfield County
08	015	Chaffee County
08	017	Cheyenne County
08	019	Clear Creek County
08	021	Conejos County
08	023	Costilla County
08	025	Crowley County
08	027	Custer County
08	029	Delta County
08	031	Denver County
08	033	Dolores County
08	035	Douglas County
08	037	Eagle County
08	039	Elbert County
08	041	El Paso County
08	043	Fremont County
08	045	Garfield County
08	047	Gilpin County
08	049	Grand County
08	051	Gunnison County
08	053	Hinsdale County
08	055	Huerfano County
08	057	Jackson County
08	059	Jefferson County
08	061	Kiowa County
08	063	Kit Carson County
08	065	Lake County
08	067	La Plata County
08	069	Larimer County
08	071	Las Animas County
08	073	Lincoln County
08	075	Logan County
08	077	Mesa County
08	079	Mineral County
08	081	Moffat County
08	083	Montezuma County
08	085	Montrose County
08	087	Morgan County
08	089	Otero County
08	091	Ouray County
08	093	Park County
08	095	Phillips County
08	097	Pitkin County
08	099	Prowers County
08	101	Pueblo County
08	103	Rio Blanco County
08	105	Rio Grande County
08	107	Routt County
08	109	Saguache County
08	111	San Juan County
08	113	San Miguel County
08	115	Sedgwick County
08	117	Summit County
08	119	Teller County
08	121	Washington County
08	123	Weld County
08	125	Yuma County
09	001	Fairfield County
09	001	Bethel town
09	001	Bridgeport town
09	001	Brookfield town
09	001	Danbury town
09	001	Darien town
09	001	Easton town
09	001	Fairfield town
09	001	Greenwich town
09	001	Monroe town
09	001	New Canaan town
09	001	New Fairfield town
09	001	Newtown town
09	001	Norwalk town
09	001	Redding town
09	001	Ridgefield town
09	001	Shelton town
09	001	Sherman town
09	001	Stamford town
09	001	Stratford town
09	001	Trumbull town
09	001	Weston town
09	001	Westport town
09	001	Wilton town
09	003	Hartford County
09	003	Avon town
09	003	Berlin town
09	003	Bloomfield town
09	003	Bristol town
09	003	Burlington town
09	003	Canton town
09	003	East Granby town
09	003	East Hartford town
09	003	East Windsor town
09	003	Enfield town
09	003	Farmington town
09	003	Glastonbury town
09	003	Granby town
09	003	Hartford town
09	003	Hartland town
09	003	Manchester town
09	003	Marlborough town
09	003	New Britain town
09	003	Newington town
09	003	Plainville town
09	003	Rocky Hill town
09	003	Simsbury town
09	003	Southington town
09	003	South Windsor town
09	003	Suffield town
09	003	West Hartford town
09	003	Wethersfield town
09	003	Windsor town
09	003	Windsor Locks town
09	005	Litchfield County
09	005	Barkhamsted town
09	005	Bethlehem town
09	005	Bridgewater town
09	005	Canaan town
09	005	Colebrook town
09	005	Cornwall town
09	005	Goshen town
09	005	Harwinton town
09	005	Kent town
09	005	Litchfield town
09	005	Morris town
09	005	New Hartford town
09	005	New Milford town
09	005	Norfolk town
09	005	North Canaan town
09	005	Plymouth town
09	005	Roxbury town
09	005	Salisbury town
09	005	Sharon town
09	005	Thomaston town
09	005	Torrington town
09	005	Warren town
09	005	Washington town
09	005	Watertown town
09	005	Winchester town
09	005	Woodbury town
09	007	Middlesex County
09	007	Chester town
09	007	Clinton town
09	007	Cromwell town
09	007	Deep River town
09	007	Durham town
09	007	East Haddam town
09	007	East Hampton town
09	007	Essex town
09	007	Haddam town
09	007	Killingworth town
09	007	Middlefield town
09	007	Middletown town
09	007	Old Saybrook town
09	007	Portland town
09	007	Westbrook town
09	009	New Haven County
09	009	Ansonia town
09	009	Beacon Falls town
09	009	Bethany town
09	009	Branford town
09	009	Cheshire town
09	009	Derby town
09	009	East Haven town
09	009	Guilford town
09	009	Hamden town
09	009	Madison town
09	009	Meriden town
09	009	Middlebury town
09	009	Milford town
09	009	Naugatuck town
09	009	New Haven town
09	009	North Branford town
09	009	North Haven town
09	009	Orange town
09	009	Oxford town
09	009	Prospect town
09	009	Seymour town
09	009	Southbury town
09	009	Wallingford town
09	009	Waterbury town
09	009	West Haven town
09	009	Wolcott town
09	009	Woodbridge town
09	011	New London County
09	011	Bozrah town
09	011	Colchester town
09	011	East Lyme town
09	011	Franklin town
09	011	Griswold town
09	011	Groton town
09	011	Lebanon town
09	011	Ledyard town
09	011	Lisbon town
09	011	Lyme town
09	011	Montville town
09	011	New London town
09	011	North Stonington town
09	011	Norwich town
09	011	Old Lyme town
09	011	Preston town
09	011	Salem town
09	011	Sprague town
09	011	Stonington town
09	011	Voluntown town
09	011	Waterford town
09	013	Tolland County
09	013	Andover town
09	013	Bolton town
09	013	Columbia town
09	013	Coventry town
09	013	Ellington town
09	013	Hebron town
09	013	Mansfield town
09	013	Somers town
09	013	Stafford town
09	013	Tolland town
09	013	Union town
09	013	Vernon town
09	013	Willington town
09	015	Windham County
09	015	Ashford town
09	015	Brooklyn town
09	015	Canterbury town
09	015	Chaplin town
09	015	Eastford town
09	015	Hampton town
09	015	Killingly town
09	015	Plainfield town
09	015	Pomfret town
09	015	Putnam town
09	015	Scotland town
09	015	Sterling town
09	015	Thompson town
09	015	Windham town
09	015	Woodstock town
10	001	Kent County
10	003	New Castle County
10	005	Sussex County
11	001	District of Columbia
12	001	Alachua County
12	003	Baker County
12	005	Bay County
12	007	Bradford County
12	009	Brevard County
12	011	Broward County
12	013	Calhoun County
12	015	Charlotte County
12	017	Citrus County
12	019	Clay County
12	021	Collier County
12	023	Columbia County
12	027	DeSoto County
12	029	Dixie County
12	031	Duval County
12	033	Escambia County
12	035	Flagler County
12	037	Franklin County
12	039	Gadsden County
12	041	Gilchrist County
12	043	Glades County
12	045	Gulf County
12	047	Hamilton County
12	049	Hardee County
12	051	Hendry County
12	053	Hernando County
12	055	Highlands County
12	057	Hillsborough County
12	059	Holmes County
12	061	Indian River County
12	063	Jackson County
12	065	Jefferson County
12	067	Lafayette County
12	069	Lake County
12	071	Lee County
12	073	Leon County
12	075	Levy County
12	077	Liberty County
12	079	Madison County
12	081	Manatee County
12	083	Marion County
12	085	Martin County
12	086	Miami-Dade County
12	087	Monroe County
12	089	Nassau County
12	091	Okaloosa County
12	093	Okeechobee County
12	095	Orange County
12	097	Osceola County
12	099	Palm Beach County
12	101	Pasco County
12	103	Pinellas County
12	105	Polk County
12	107	Putnam County
12	109	St. Johns County
12	111	St. Lucie County
12	113	Santa Rosa County
12	115	Sarasota County
12	117	Seminole County
12	119	Sumter County
12	121	Suwannee County
12	123	Taylor County
12	125	Union County
12	127	Volusia County
12	129	Wakulla County
12	131	Walton County
12	133	Washington County
13	001	Appling County
13	003	Atkinson County
13	005	Bacon County
13	007	Baker County
13	009	Baldwin County
13	011	Banks County
13	013	Barrow County
13	015	Bartow County
13	017	Ben Hill County
13	019	Berrien County
13	021	Bibb County
13	023	Bleckley County
13	025	Brantley County
13	027	Brooks County
13	029	Bryan County
13	031	Bulloch County
13	033	Burke County
13	035	Butts County
13	037	Calhoun County
13	039	Camden County
13	043	Candler County
13	045	Carroll County
13	047	Catoosa County
13	049	Charlton County
13	051	Chatham County
13	053	Chattahoochee County
13	055	Chattooga County
13	057	Cherokee County
13	059	Clarke County
13	061	Clay County
13	063	Clayton County
13	065	Clinch County
13	067	Cobb County
13	069	Coffee County
13	071	Colquitt County
13	073	Columbia County
13	075	Cook County
13	077	Coweta County
13	079	Crawford County
13	081	Crisp County
13	083	Dade County
13	085	Dawson County
13	087	Decatur County
13	089	DeKalb County
13	091	Dodge County
13	093	Dooly County
13	095	Dougherty County
13	097	Douglas County
13	099	Early County
13	101	Echols County
13	103	Effingham County
13	105	Elbert County
13	107	Emanuel County
13	109	Evans County
13	111	Fannin County
13	113	Fayette County
13	115	Floyd County
13	117	Forsyth County
13	119	Franklin County
13	121	Fulton County
13	123	Gilmer County
13	125	Glascock County
13	127	Glynn County
13	129	Gordon County
13	131	Grady County
13	133	Greene County
13	135	Gwinnett County
13	137	Habersham County
13	139	Hall County
13	141	Hancock County
13	143	Haralson County
13	145	Harris County
13	147	Hart County
13	149	Heard County
13	151	Henry County
13	153	Houston County
13	155	Irwin County
13	157	Jackson County
13	159	Jasper County
13	161	Jeff Davis County
13	163	Jefferson County
13	165	Jenkins County
13	167	Johnson County
13	169	Jones County
13	171	Lamar County
13	173	Lanier County
13	175	Laurens County
13	177	Lee County
13	179	Liberty County
13	181	Lincoln County
13	183	Long County
13	185	Lowndes County
13	187	Lumpkin County
13	189	McDuffie County
13	191	McIntosh County
13	193	Macon County
13	195	Madison County
13	197	Marion County
13	199	Meriwether County
13	201	Miller County
13	205	Mitchell County
13	207	Monroe County
13	209	Montgomery County
13	211	Morgan County
13	213	Murray County
13	215	Muscogee County
13	217	Newton County
13	219	Oconee County
13	221	Oglethorpe County
13	223	Paulding County
13	225	Peach County
13	227	Pickens County
13	229	Pierce County
13	231	Pike County
13	233	Polk County
13	235	Pulaski County
13	237	Putnam County
13	239	Quitman County
13	241	Rabun County
13	243	Randolph County
13	245	Richmond County
13	247	Rockdale County
13	249	Schley County
13	251	Screven County
13	253	Seminole County
13	255	Spalding County
13	257	Stephens County
13	259	Stewart County
13	261	Sumter County
13	263	Talbot County
13	265	Taliaferro County
13	267	Tattnall County
13	269	Taylor County
13	271	Telfair County
13	273	Terrell County
13	275	Thomas County
13	277	Tift County
13	279	Toombs County
13	281	Towns County
13	283	Treutlen County
13	285	Troup County
13	287	Turner County
13	289	Twiggs County
13	291	Union County
13	293	Upson County
13	295	Walker County
13	297	Walton County
13	299	Ware County
13	301	Warren County
13	303	Washington County
13	305	Wayne County
13	307	Webster County
13	309	Wheeler County
13	311	White County
13	313	Whitfield County
13	315	Wilcox County
13	317	Wilkes County
13	319	Wilkinson County
13	321	Worth County
15	001	Hawaii County
15	003	Honolulu County
15	005	Kalawao County
15	007	Kauai County
15	009	Maui County
16	001	Ada County
16	003	Adams County
16	005	Bannock County
16	007	Bear Lake County
16	009	Benewah County
16	011	Bingham County
16	013	Blaine County
16	015	Boise County
16	017	Bonner County
16	019	Bonneville County
16	021	Boundary County
16	023	Butte County
16	025	Camas County
16	027	Canyon County
16	029	Caribou County
16	031	Cassia County
16	033	Clark County
16	035	Clearwater County
16	037	Custer County
16	039	Elmore County
16	041	Franklin County
16	043	Fremont County
16	045	Gem County
16	047	Gooding County
16	049	Idaho County
16	051	Jefferson County
16	053	Jerome County
16	055	Kootenai County
16	057	Latah County
16	059	Lemhi County
16	061	Lewis County
16	063	Lincoln County
16	065	Madison County
16	067	Minidoka County
16	069	Nez Perce County
16	071	Oneida County
16	073	Owyhee County
16	075	Payette County
16	077	Power County
16	079	Shoshone County
16	081	Teton County
16	083	Twin Falls County
16	085	Valley County
16	087	Washington County
17	001	Adams County
17	001	Beverly township
17	001	Burton township
17	001	Camp Point township
17	001	Clayton township
17	001	Columbus township
17	001	Concord township
17	001	Ellington township
17	001	Fall Creek township
17	001	Gilmer township
17	001	Honey Creek township
17	001	Houston township
17	001	Keene township
17	001	Liberty township
17	001	Lima township
17	001	McKee township
17	001	Melrose township
17	001	Mendon township
17	001	Northeast township
17	001	Payson township
17	001	Quincy township
17	001	Richfield township
17	001	Riverside township
17	001	Ursa township
17	003	Alexander County
17	005	Bond County
17	005	Burgess township
17	005	Central township
17	005	Lagrange township
17	005	Mills township
17	005	Mulberry Grove township
17	005	Old Ripley township
17	005	Pleasant Mound township
17	005	Shoal Creek township
17	005	Tamalco township
17	007	Boone County
17	007	Belvidere township
17	007	Bonus township
17	007	Boone township
17	007	Caledonia township
17	007	Flora township
17	007	LeRoy township
17	007	Manchester township
17	007	Poplar Grove township
17	007	Spring township
17	009	Brown County
17	009	Buckhorn township
17	009	Cooperstown township
17	009	Elkhorn township
17	009	Lee township
17	009	Missouri township
17	009	Mount Sterling township
17	009	Pea Ridge township
17	009	Ripley township
17	009	Versailles township
17	011	Bureau County
17	011	Arispie township
17	011	Berlin township
17	011	Bureau township
17	011	Clarion township
17	011	Concord township
17	011	Dover township
17	011	Fairfield township
17	011	Gold township
17	011	Greenville township
17	011	Hall township
17	011	Indiantown township
17	011	La Moille township
17	011	Leepertown township
17	011	Macon township
17	011	Manlius township
17	011	Milo township
17	011	Mineral township
17	011	Neponset township
17	011	Ohio township
17	011	Princeton township
17	011	Selby township
17	011	Walnut township
17	011	Westfield township
17	011	Wheatland township
17	011	Wyanet township
17	013	Calhoun County
17	015	Carroll County
17	015	Cherry Grove-Shannon township
17	015	Elkhorn Grove township
17	015	Fairhaven township
17	015	Freedom township
17	015	Mount Carroll township
17	015	Rock Creek-Lima township
17	015	Salem township
17	015	Savanna township
17	015	Washington township
17	015	Woodland township
17	015	Wysox township
17	015	York township
17	017	Cass County
17	017	Arenzville township
17	017	Ashland township
17	017	Beardstown township
17	017	Bluff Springs township
17	017	Chandlerville township
17	017	Hagener township
17	017	Newmansville township
17	017	Panther Creek township
17	017	Philadelphia township
17	017	Sangamon Valley township
17	017	Virginia township
17	019	Champaign County
17	019	Ayers township
17	019	Brown township
17	019	Champaign township
17	019	Champaign City township
17	019	Colfax township
17	019	Compromise township
17	019	Condit township
17	019	Crittenden township
17	019	Cunningham township
17	019	East Bend township
17	019	Harwood township
17	019	Hensley township
17	019	Kerr township
17	019	Ludlow township
17	019	Mahomet township
17	019	Newcomb township
17	019	Ogden township
17	019	Pesotum township
17	019	Philo township
17	019	Rantoul township
17	019	Raymond township
17	019	Sadorus township
17	019	St. Joseph township
17	019	Scott township
17	019	Sidney township
17	019	Somer township
17	019	South Homer township
17	019	Stanton township
17	019	Tolono township
17	019	Urbana township
17	021	Christian County
17	021	Assumption township
17	021	Bear Creek township
17	021	Buckhart township
17	021	Greenwood township
17	021	Johnson township
17	021	King township
17	021	Locust township
17	021	May township
17	021	Mosquito township
17	021	Mount Auburn township
17	021	Pana township
17	021	Prairieton township
17	021	Ricks township
17	021	Rosamond township
17	021	South Fork township
17	021	Stonington township
17	021	Taylorville township
17	023	Clark County
17	023	Anderson township
17	023	Auburn township
17	023	Casey township
17	023	Darwin township
17	023	Dolson township
17	023	Douglas township
17	023	Johnson township
17	023	Marshall township
17	023	Martinsville township
17	023	Melrose township
17	023	Orange township
17	023	Parker township
17	023	Wabash township
17	023	Westfield township
17	023	York township
17	025	Clay County
17	025	Bible Grove township
17	025	Blair township
17	025	Clay City township
17	025	Harter township
17	025	Hoosier township
17	025	Larkinsburg township
17	025	Louisville township
17	025	Oskaloosa township
17	025	Pixley township
17	025	Songer township
17	025	Stanford township
17	025	Xenia township
17	027	Clinton County
17	027	Breese township
17	027	Brookside township
17	027	Carlyle township
17	027	Clement township
17	027	East Fork township
17	027	Germantown township
17	027	Irishtown township
17	027	Lake township
17	027	Looking Glass township
17	027	Meridian township
17	027	St. Rose township
17	027	Santa Fe township
17	027	Sugar Creek township
17	027	Wade township
17	027	Wheatfield township
17	029	Coles County
17	029	Ashmore township
17	029	Charleston township
17	029	East Oakland township
17	029	Humboldt township
17	029	Hutton township
17	029	Lafayette township
17	029	Mattoon township
17	029	Morgan township
17	029	North Okaw township
17	029	Paradise township
17	029	Pleasant Grove township
17	029	Seven Hickory township
17	031	Cook County
17	031	Barrington township
17	031	Berwyn township
17	031	Bloom township
17	031	Bremen township
17	031	Calumet township
17	031	Chicago city
17	031	Cicero township
17	031	Elk Grove township
17	031	Evanston township
17	031	Hanover township
17	031	Lemont township
17	031	Leyden township
17	031	Lyons township
17	031	Maine township
17	031	New Trier township
17	031	Niles township
17	031	Northfield township
17	031	Norwood Park township
17	031	Oak Park township
17	031	Orland township
17	031	Palatine township
17	031	Palos township
17	031	Proviso township
17	031	Rich township
17	031	River Forest township
17	031	Riverside township
17	031	Schaumburg township
17	031	Stickney township
17	031	Thornton township
17	031	Wheeling township
17	031	Worth township
17	033	Crawford County
17	033	Honey Creek township
17	033	Hutsonville township
17	033	Lamotte township
17	033	Licking township
17	033	Martin township
17	033	Montgomery township
17	033	Oblong township
17	033	Prairie township
17	033	Robinson township
17	033	Southwest township
17	035	Cumberland County
17	035	Cottonwood township
17	035	Crooked Creek township
17	035	Greenup township
17	035	Neoga township
17	035	Spring Point township
17	035	Sumpter township
17	035	Union township
17	035	Woodbury township
17	037	DeKalb County
17	037	Afton township
17	037	Clinton township
17	037	Cortland township
17	037	DeKalb township
17	037	Franklin township
17	037	Genoa township
17	037	Kingston township
17	037	Malta township
17	037	Mayfield township
17	037	Milan township
17	037	Paw Paw township
17	037	Pierce township
17	037	Sandwich township
17	037	Shabbona township
17	037	Somonauk township
17	037	South Grove township
17	037	Squaw Grove township
17	037	Sycamore township
17	037	Victor township
17	039	De Witt County
17	039	Barnett township
17	039	Clintonia township
17	039	Creek township
17	039	De Witt township
17	039	Harp township
17	039	Nixon township
17	039	Rutledge township
17	039	Santa Anna township
17	039	Texas township
17	039	Tunbridge township
17	039	Wapella township
17	039	Waynesville township
17	039	Wilson township
17	041	Douglas County
17	041	Arcola township
17	041	Bourbon township
17	041	Bowdre township
17	041	Camargo township
17	041	Garrett township
17	041	Murdock township
17	041	Newman township
17	041	Sargent township
17	041	Tuscola township
17	043	DuPage County
17	043	Addison township
17	043	Bloomingdale township
17	043	Chicago city
17	043	Downers Grove township
17	043	Lisle township
17	043	Milton township
17	043	Naperville township
17	043	Wayne township
17	043	Winfield township
17	043	York township
17	045	Edgar County
17	045	Brouilletts Creek township
17	045	Buck township
17	045	Edgar township
17	045	Elbridge township
17	045	Embarrass township
17	045	Grandview township
17	045	Hunter township
17	045	Kansas township
17	045	Paris township
17	045	Prairie township
17	045	Ross township
17	045	Shiloh township
17	045	Stratton township
17	045	Symmes township
17	045	Young America township
17	047	Edwards County
17	049	Effingham County
17	049	Banner township
17	049	Bishop township
17	049	Douglas township
17	049	Jackson township
17	049	Liberty township
17	049	Lucas township
17	049	Mason township
17	049	Moccasin township
17	049	Mound township
17	049	St. Francis township
17	049	Summit township
17	049	Teutopolis township
17	049	Union township
17	049	Watson township
17	049	West township
17	051	Fayette County
17	051	Avena township
17	051	Bear Grove township
17	051	Bowling Green township
17	051	Carson township
17	051	Hurricane township
17	051	Kaskaskia township
17	051	La Clede township
17	051	Lone Grove township
17	051	Loudon township
17	051	Otego township
17	051	Pope township
17	051	Ramsey township
17	051	Sefton township
17	051	Seminary township
17	051	Shafter township
17	051	Sharon township
17	051	South Hurricane township
17	051	Vandalia township
17	051	Wheatland township
17	051	Wilberton township
17	053	Ford County
17	053	Brenton township
17	053	Button township
17	053	Dix township
17	053	Drummer township
17	053	Lyman township
17	053	Mona township
17	053	Patton township
17	053	Peach Orchard township
17	053	Pella township
17	053	Rogers township
17	053	Sullivant township
17	053	Wall township
17	055	Franklin County
17	055	Barren township
17	055	Benton township
17	055	Browning township
17	055	Cave township
17	055	Denning township
17	055	Eastern township
17	055	Ewing township
17	055	Frankfort township
17	055	Goode township
17	055	Northern township
17	055	Six Mile township
17	055	Tyrone township
17	057	Fulton County
17	057	Astoria township
17	057	Banner township
17	057	Bernadotte township
17	057	Buckheart township
17	057	Canton township
17	057	Cass township
17	057	Deerfield township
17	057	Ellisville township
17	057	Fairview township
17	057	Farmers township
17	057	Farmington township
17	057	Harris township
17	057	Isabel township
17	057	Joshua township
17	057	Kerton township
17	057	Lee township
17	057	Lewistown township
17	057	Liverpool township
17	057	Orion township
17	057	Pleasant township
17	057	Putman township
17	057	Union township
17	057	Vermont township
17	057	Waterford township
17	057	Woodland township
17	057	Young Hickory township
17	059	Gallatin County
17	059	Asbury township
17	059	Bowlesville township
17	059	Eagle Creek township
17	059	Equality township
17	059	Gold Hill township
17	059	New Haven township
17	059	North Fork township
17	059	Omaha township
17	059	Ridgway township
17	059	Shawnee township
17	061	Greene County
17	061	Athensville township
17	061	Bluffdale township
17	061	Carrollton township
17	061	Kane township
17	061	Linder township
17	061	Patterson township
17	061	Rockbridge township
17	061	Roodhouse township
17	061	Rubicon township
17	061	Walkerville township
17	061	White Hall township
17	061	Woodville township
17	061	Wrights township
17	063	Grundy County
17	063	Aux Sable township
17	063	Braceville township
17	063	Erienna township
17	063	Felix township
17	063	Garfield township
17	063	Goodfarm township
17	063	Goose Lake township
17	063	Greenfield township
17	063	Highland township
17	063	Maine township
17	063	Mazon township
17	063	Morris township
17	063	Nettle Creek township
17	063	Norman township
17	063	Saratoga township
17	063	Vienna township
17	063	Wauponsee township
17	065	Hamilton County
17	065	Beaver Creek township
17	065	Crook township
17	065	Crouch township
17	065	Dahlgren township
17	065	Flannigan township
17	065	Knight Prairie township
17	065	McLeansboro township
17	065	Mayberry township
17	065	South Crouch township
17	065	South Flannigan township
17	065	South Twigg township
17	065	Twigg township
17	067	Hancock County
17	067	Appanoose township
17	067	Augusta township
17	067	Bear Creek township
17	067	Carthage township
17	067	Chili township
17	067	Dallas City township
17	067	Durham township
17	067	Fountain Green township
17	067	Hancock township
17	067	Harmony township
17	067	La Harpe township
17	067	Montebello township
17	067	Nauvoo township
17	067	Pilot Grove township
17	067	Pontoosuc township
17	067	Prairie township
17	067	Rock Creek township
17	067	Rocky Run township
17	067	St. Albans township
17	067	St. Mary township
17	067	Sonora township
17	067	Walker township
17	067	Warsaw township
17	067	Wilcox township
17	067	Wythe township
17	069	Hardin County
17	071	Henderson County
17	071	Bald Bluff township
17	071	Biggsville township
17	071	Carman township
17	071	Gladstone township
17	071	Lomax township
17	071	Media township
17	071	Oquawka township
17	071	Raritan township
17	071	Rozetta township
17	071	Stronghurst township
17	071	Terre Haute township
17	073	Henry County
17	073	Alba township
17	073	Andover township
17	073	Annawan township
17	073	Atkinson township
17	073	Burns township
17	073	Cambridge township
17	073	Clover township
17	073	Colona township
17	073	Cornwall township
17	073	Edford township
17	073	Galva township
17	073	Geneseo township
17	073	Hanna township
17	073	Kewanee township
17	073	Loraine township
17	073	Lynn township
17	073	Munson township
17	073	Osco township
17	073	Oxford township
17	073	Phenix township
17	073	Weller township
17	073	Western township
17	073	Wethersfield township
17	073	Yorktown township
17	075	Iroquois County
17	075	Artesia township
17	075	Ash Grove township
17	075	Ashkum township
17	075	Beaver township
17	075	Beaverville township
17	075	Belmont township
17	075	Chebanse township
17	075	Concord township
17	075	Crescent township
17	075	Danforth township
17	075	Douglas township
17	075	Fountain Creek township
17	075	Iroquois township
17	075	Loda township
17	075	Lovejoy township
17	075	Martinton township
17	075	Middleport township
17	075	Milford township
17	075	Milks Grove township
17	075	Onarga township
17	075	Papineau township
17	075	Pigeon Grove township
17	075	Prairie Green township
17	075	Ridgeland township
17	075	Sheldon township
17	075	Stockland township
17	077	Jackson County
17	077	Bradley township
17	077	Carbondale township
17	077	Degognia township
17	077	De Soto township
17	077	Elk township
17	077	Fountain Bluff township
17	077	Grand Tower township
17	077	Kinkaid township
17	077	Levan township
17	077	Makanda township
17	077	Murphysboro township
